Package Name,Versions,Total Services,License,Description,Homepage,Repository,Dev Dependency,Services Using
@aws-cdk/aws-kinesis,1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::Kinesis",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-kinesisfirehose,1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::KinesisFirehose",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-kms,1.166.1; 1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::KMS",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-lambda,1.166.1; 1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::Lambda",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-lambda-nodejs,1.166.1,1,Apache-2.0,"The CDK Construct Library for AWS Lambda in Node.js",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-logs,1.166.1; 1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::Logs",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-logs-destinations,1.165.0,1,Apache-2.0,"Log Destinations for AWS CloudWatch Logs",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-route53,1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::Route53",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-route53-targets,1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS Route53 Alias Targets",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-s3,1.166.1; 1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::S3",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-s3-assets,1.166.1; 1.165.0,1,Apache-2.0,"Deploy local files and directories to S3",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-s3-deployment,1.165.0,1,Apache-2.0,"Constructs for deploying contents to S3 buckets",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-sam,1.165.0,1,Apache-2.0,"The CDK Construct Library for the AWS Serverless Application Model (SAM) resources",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-secretsmanager,1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::SecretsManager",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-servicediscovery,1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::ServiceDiscovery",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-signer,1.166.1; 1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::Signer",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-sns,1.166.1; 1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::SNS",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-sns-subscriptions,1.165.0,1,Apache-2.0,"CDK Subscription Constructs for AWS SNS",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-sqs,1.166.1; 1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::SQS",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-ssm,1.166.1; 1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::SSM",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/aws-stepfunctions,1.165.0,1,Apache-2.0,"The CDK Construct Library for AWS::StepFunctions",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/cfnspec,1.138.0,1,Apache-2.0,"The CloudFormation resource specification used by @aws-cdk packages",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,Yes,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/cloud-assembly-schema,1.166.1; 1.165.0; 1.138.0,1,Apache-2.0,"Cloud Assembly Schema",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,Yes,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/cloudformation-diff,1.138.0,1,Apache-2.0,"Utilities to diff CDK stacks against CloudFormation templates",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,Yes,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/core,1.166.1; 1.165.0; 1.138.0,1,Apache-2.0,"AWS Cloud Development Kit Core Library",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,Yes,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/custom-resources,1.165.0,1,Apache-2.0,"Constructs for implementing CDK custom resources",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/cx-api,1.166.1; 1.165.0; 1.138.0,1,Apache-2.0,"Cloud executable protocol",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/lambda-layer-awscli,1.165.0,1,Apache-2.0,"An AWS Lambda layer that contains the AWS CLI",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-cdk/region-info,1.166.1; 1.165.0; 1.138.0,1,Apache-2.0,"AWS region information, such as service principal names",https://github.com/aws/aws-cdk,git+https://github.com/aws/aws-cdk.git,Yes,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-crypto,5.2.0; 4.0.0; 3.775.0; 3.0.0; 2.8.1; 2.3.0; 2.2.0; 2.0.2; 2.0.1; 2.0.0; 1.14.1; 1.1.1; 1.1.0; 1.0.0,20,Unknown,"",,,No,""cloned-repos/airtimemedia/boca-sync-prototype, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency/cli, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/vandenberg""
@aws-crypto/crc32,5.2.0; 3.0.0; 2.0.0; 1.0.0,7,Apache-2.0,"Pure JS implementation of CRC32 https://en.wikipedia.org/wiki/Cyclic_redundancy_check",https://github.com/aws/aws-sdk-js-crypto-helpers/tree/master/packages/crc32,git+ssh://git@github.com/aws/aws-sdk-js-crypto-helpers.git,No,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/vandenberg""
@aws-crypto/crc32c,5.2.0; 3.0.0; 2.0.0,3,Apache-2.0,"Pure JS implementation of CRC32-C https://en.wikipedia.org/wiki/Cyclic_redundancy_check",https://github.com/aws/aws-sdk-js-crypto-helpers/tree/master/packages/crc32c,git+ssh://git@github.com/aws/aws-sdk-js-crypto-helpers.git,No,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-crypto/ie11-detection,3.0.0; 2.0.2; 2.0.0; 1.0.0,6,Apache-2.0,"Provides functions and types for detecting if the host environment is IE11",https://github.com/aws/aws-sdk-js-crypto-helpers/tree/master/packages/ie11-detection,git+ssh://git@github.com/aws/aws-sdk-js-crypto-helpers.git,No,""cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/vandenberg""
@aws-crypto/sha1-browser,5.2.0; 3.0.0; 2.0.0,3,Apache-2.0,"SHA1 wrapper for browsers that prefers `window.crypto.subtle`.",https://github.com/aws/aws-sdk-js-crypto-helpers/tree/master/packages/sha1-browser,git+ssh://git@github.com/aws/aws-sdk-js-crypto-helpers.git,No,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-crypto/sha256-browser,5.2.0; 3.0.0; 2.0.0; 1.1.1,9,Apache-2.0,"SHA256 wrapper for browsers that prefers `window.crypto.subtle` but will fall back to a pure JS implementation in @aws-crypto/sha256-js to provide a consistent interface for SHA256.",https://github.com/aws/aws-sdk-js-crypto-helpers/tree/master/packages/sha256-browser,git+ssh://git@github.com/aws/aws-sdk-js-crypto-helpers.git,No,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/vandenberg""
@aws-crypto/sha256-js,5.2.0; 4.0.0; 3.0.0; 2.0.0; 1.1.0,9,Apache-2.0,"A pure JS implementation SHA256.",https://github.com/aws/aws-sdk-js-crypto-helpers/tree/master/packages/sha256-js,git+ssh://git@github.com/aws/aws-sdk-js-crypto-helpers.git,No,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/vandenberg""
@aws-crypto/supports-web-crypto,5.2.0; 3.0.0; 2.0.2; 2.0.0; 1.0.0,9,Apache-2.0,"Provides functions for detecting if the host environment supports the WebCrypto API",https://github.com/aws/aws-sdk-js-crypto-helpers/tree/master/packages/supports-web-crypto,git+ssh://git@github.com/aws/aws-sdk-js-crypto-helpers.git,No,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/vandenberg""
@aws-crypto/util,5.2.0; 4.0.0; 3.0.0; 2.0.2; 2.0.1,9,Apache-2.0,"Helper functions",https://github.com/aws/aws-sdk-js-crypto-helpers/tree/master/packages/util,git+ssh://git@github.com/aws/aws-sdk-js-crypto-helpers.git,No,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/vandenberg""
@aws-lite,0.21.10; 0.2.5; 0.1.22,1,Unknown,"",,,No,""cloned-repos/airtimemedia/the-force""
@aws-sdk,9.0.8; 9.0.1; 8.3.2; 5.2.0; 4.4.1; 4.2.1; 4.0.0; 3.862.0; 3.857.0; 3.848.0; 3.846.0; 3.845.0; 3.840.0; 3.821.0; 3.804.0; 3.799.0; 3.796.0; 3.787.0; 3.775.0; 3.738.0; 3.735.0; 3.734.0; 3.733.0; 3.732.0; 3.731.1; 3.731.0; 3.723.0; 3.705.0; 3.701.0; 3.699.0; 3.696.0; 3.693.0; 3.687.0; 3.686.0; 3.679.0; 3.583.0; 3.582.0; 3.577.0; 3.576.0; 3.575.0; 3.569.0; 3.568.0; 3.567.0; 3.503.1; 3.502.0; 3.496.0; 3.495.0; 3.421.0; 3.418.0; 3.374.0; 3.363.0; 3.357.0; 3.310.0; 3.259.0; 3.218.0; 3.216.0; 3.215.0; 3.208.0; 3.201.0; 3.188.0; 3.137.0; 3.131.0; 3.130.0; 3.129.0; 3.127.0; 3.109.0; 3.55.0; 3.21.0; 3.20.0; 3.0.1; 3.0.0; 2.8.1; 2.6.2; 2.4.1; 2.4.0; 2.3.0; 2.2.0; 2.0.1; 2.0.0; 1.14.1; 1.2.0; 1.1.0,20,Unknown,"",,,No,""cloned-repos/airtimemedia/boca-sync-prototype, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/bor-gullet, cloned-repos/airtimemedia/bot-video-creator-prototype, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency/cli, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/sd-avatar-preview, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/vandenberg""
@aws-sdk/abort-controller,3.215.0; 3.127.0; 3.20.0,3,Apache-2.0,"A simple abort controller library",https://github.com/aws/aws-sdk-js-v3/tree/main/packages/abort-controller,git+https://github.com/aws/aws-sdk-js-v3.git,No,""cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-sdk/chunked-blob-reader,3.55.0; 3.20.0,2,Apache-2.0,"[![NPM version](https://img.shields.io/npm/v/@aws-sdk/chunked-blob-reader/latest.svg)](https://www.npmjs.com/package/@aws-sdk/chunked-blob-reader) [![NPM downloads](https://img.shields.io/npm/dm/@aws-sdk/chunked-blob-reader.svg)](https://www.npmjs.com/pac",https://github.com/aws/aws-sdk-js-v3/tree/main/packages/chunked-blob-reader,git+https://github.com/aws/aws-sdk-js-v3.git,No,""cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-sdk/chunked-blob-reader-native,3.109.0; 3.20.0,2,Apache-2.0,"[![NPM version](https://img.shields.io/npm/v/@aws-sdk/chunked-blob-reader-native/latest.svg)](https://www.npmjs.com/package/@aws-sdk/chunked-blob-reader-native) [![NPM downloads](https://img.shields.io/npm/dm/@aws-sdk/chunked-blob-reader-native.svg)](http",https://github.com/aws/aws-sdk-js-v3/tree/main/packages/chunked-blob-reader-native,git+https://github.com/aws/aws-sdk-js-v3.git,No,""cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-sdk/client-cognito-identity,3.796.0; 3.687.0; 3.577.0; 3.421.0; 3.363.0; 3.218.0,6,Apache-2.0,"AWS SDK for JavaScript Cognito Identity Client for Node.js, Browser and React Native",https://github.com/aws/aws-sdk-js-v3/tree/main/clients/client-cognito-identity,git+https://github.com/aws/aws-sdk-js-v3.git,No,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency, cloned-repos/airtimemedia/vandenberg""
@aws-sdk/client-lambda,3.804.0; 3.799.0,2,Apache-2.0,"AWS SDK for JavaScript Lambda Client for Node.js, Browser and React Native",https://github.com/aws/aws-sdk-js-v3/tree/main/clients/client-lambda,git+https://github.com/aws/aws-sdk-js-v3.git,No,""cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/oakland/oakland""
@aws-sdk/client-s3,3.796.0; 3.577.0; 3.137.0; 3.21.0,4,Apache-2.0,"AWS SDK for JavaScript S3 Client for Node.js, Browser and React Native",https://github.com/aws/aws-sdk-js-v3/tree/main/clients/client-s3,git+https://github.com/aws/aws-sdk-js-v3.git,No,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-sdk/client-secrets-manager,3.137.0,1,Apache-2.0,"AWS SDK for JavaScript Secrets Manager Client for Node.js, Browser and React Native",https://github.com/aws/aws-sdk-js-v3/tree/main/clients/client-secrets-manager,git+https://github.com/aws/aws-sdk-js-v3.git,No,""cloned-repos/airtimemedia/gaming-shared-cdk""
@aws-sdk/client-sso,3.804.0; 3.799.0; 3.796.0; 3.687.0; 3.577.0; 3.421.0; 3.363.0; 3.218.0; 3.137.0; 3.21.0,9,Apache-2.0,"AWS SDK for JavaScript Sso Client for Node.js, Browser and React Native",https://github.com/aws/aws-sdk-js-v3/tree/main/clients/client-sso,git+https://github.com/aws/aws-sdk-js-v3.git,No,""cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/gaming-shared-cdk, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/vandenberg""
@aws-sdk/client-sso-oidc,3.687.0; 3.577.0; 3.363.0; 3.216.0,4,Apache-2.0,"AWS SDK for JavaScript Sso Oidc Client for Node.js, Browser and React Native",https://github.com/aws/aws-sdk-js-v3/tree/main/clients/client-sso-oidc,git+https://github.com/aws/aws-sdk-js-v3.git,No,""cloned-repos/airtimemedia/boca/aws-test, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/kafka-poc/mono/experiments/kafkajs.latency""
